GPS,100,ItemGPS
30Rnd_556x45_Stanag,70,30Rnd_556x45_Stanag
CPW,0, hgun_PDW2000_F
F2000,3800,arifle_Mk20_plain_F
F2000 Camo,3850,arifle_Mk20_F
F2000 Tactical,3750,arifle_Mk20C_F
F2000 Tactical Camo,3750,arifle_Mk20C_F
F2000 EGLM,4900,arifle_Mk20_GL_F
F2000 EGLM Camo,4900,arifle_Mk20_GL_F
GM 6 LYNX,15000,srifle_GM6_F
GM 6 LYNX Camo,15050,srifle_GM6_camo_F
GM 6 LYNX Woodland,15050,srifle_GM6_ghex_F
TAR-20,1800, arifle_TRG20_F
CTAR-21,1750,arifle_TRG21_F
GTAR-21,2600,arifle_TRG21_GL_F
KH2002,1600,arifle_Katiba_F
KH2002C,1500,arifle_Katiba_C_F
KH2002 KGL,2700,KGL arifle_Katiba_GL_F
M200 Intervention,14000,srifle_LRR_F
M200 Intervention Camo,14050,srifle_LRR_camo_F
M200 Intervention Woodland,14050,srifle_LRR_tna_F
Mk14 Mod 1 EBR,4400,srifle_EBR_F
NEGEV NG7,5700,LMG_Zafir_F
Scorpion Evo 3 A1,1000,SMG_02_F
Vector SMG,1400,SMG_01_F
магазин 30 патронов 45кал ,30,30Rnd_45ACP_Mag_SMG_01
"магазин 30 патронов 45кал, зел трасер",30,30Rnd_45ACP_Mag_SMG_01_tracer_green
HK121 Tan,16000,MMG_01_tan_F
HK121 Hex,16050,MMG_01_hex_F
M14 Olive,3000,srifle_DMR_06_olive_F
M14 Camo,3050,srifle_DMR_06_camo_F
Noreen 'Bad News' Black,6000,srifle_DMR_02_F
Noreen 'Bad News' Black Camo,6050,srifle_DMR_02_camo_F
Noreen 'Bad News' Black Tan,6050,srifle_DMR_02_sniper_F
SIG 556 Black,4500,srifle_DMR_03_F
SIG 556 khaki,4530,srifle_DMR_03_khaki_F
SIG 556 Tan,4530,srifle_DMR_03_tan_F
SIG 556 woodland,4550,srifle_DMR_03_woodland_F
SIG 556 Camo,4550,srifle_DMR_03_multicam_F
AK12 7.62,1400,arifle_AK12_F
AK12 7.62 GL,2500,arifle_AK12_GL_F
HK417A5 20 Black,4500,srifle_DMR_07_blk_F
HK417A5 20 Woodland,4550,arifle_SPAR_03_khk_F
HK417A5 20 Sand,4550,arifle_SPAR_03_snd_F
MP5K,0,Weapon_SMG_05_F
QBU 88 Black,400,srifle_DMR_07_blk_F
QBU 88 Woodland,450,srifle_DMR_07_ghex_F
QBU 88 Desert,450,srifle_DMR_07_hex_F
QBZ 95 1 Black,600,arifle_CTAR_blk_F
QBZ 95 1 Woodland,650,arifle_CTAR_ghex_F
QBZ 95 1 Desert,650,arifle_CTAR_hex_F
QBZ 95 1 GL Black,1400,arifle_CTAR_GL_blk_F
QBZ 95 1 GL Woodland,1450,arifle_CTAR_GL_ghex_F
QBZ 95 1 GL Desert,1450,arifle_CTAR_GL_hex_F
QBZ 95 1 LSW Black,700,arifle_CTARS_blk_F
QBZ 95 1 LSW Woodland,750,arifle_CTARS_ghex_F
QBZ 95 1 LSW Desert,750,arifle_CTARS_hex_F
AA12 Gauge,18000,AA12
AN 94 5.45x39mm,1900,arifle_AN94_f
AN 94 MTK-83 5.45x39mm,1940,AN94_MTK83
APS 5.66x150mm/120mm,1200,KA_APS
ASh-12 12.7x55mm,4200,KA_ASh_12
ASh-12 GP30 12.7x55mm,5200,KA_ASh_12_GP30
Barret Model 98 Bravo .338 Lapua,5500,KA_M98B
Benneli M1014,2000,KA_M1014
Beretta Mx4 Storm 9x19 SMG ,1150,KA_Mx4
Beretta Mx4 Storm 9x19 SMG  Black,1150,KA_Mx4_Black
Colt RO991 9x19mm SMG,1000,KA_RO991
Crossbow Black,0,KA_crossbow_black
Crossbow Wood,0,KA_crossbow_wood
DSR 50 12.7x99mm BMG,12000,KA_DSR50
FAMAS F1 5.56x45mm,6500,KA_FAMAS_F1
FAMAS F1 M203 5.56x45mm,7500,KA_FAMAS_F1_M203
Franchi SPAS 12,1500,KA_SPAS12
Galil ACE 22 5.56x45mm,1800,KA_Galil_ACE22
HK G11 K2 4.73x33mm Caseless,12000,KA_G11
HK UMP .40 S&W,400,KA_UMP40
HK UMP .45ACP,1400,KA_UMP45
HK UMP .45ACP +P Bullet,1600,KA_UMP45_P
HK UMP 9x19mm,300,KA_UMP9
Kel Tec KSG 12 Gauge Black,700,KA_KSG_Black
Kel Tec KSG 12 Gauge Green,750,KA_KSG_Green
MagPul PDR 5.56x45mm,600,KA_PDR
McMillan CS5 7.62x51mm,5500,KA_CS5
MRC BLK 4.92x34mm Caseless,17000,MRC_Black
MRC GRN 4.92x34mm Caseless,17000,MRC_Green
MRC GL BLK 4.92x34mm Caseless,19000,MRC_GL_Black
MRC GL GRN 4.92x34mm Caseless,19000,MRC_GL_Green
NTW 20 20x110mm,15000,KA_NTW20
PP19 01 Vityaz 9x19mm,800,KA_Vityaz
PP19 BIZON 2 9x18mm,600,KA_PP19
PP19 BIZON 2 MTK83 9x18mm,640,KA_PP19_MTK83
SCAR H Black 7.62x51mm,4000,KA_SCAR_H_Black_Hand
SCAR H Tan 7.62x51mm,4000,KA_SCAR_H_Tan_Hand
SCAR H Black AFG 7.62x51mm,4035,KA_SCAR_H_Black_AFG
SCAR H Tan AFG 7.62x51mm,4850,KA_SCAR_H_Tan_AFG
SCAR H Black EGLM 7.62x51mm,4900,KA_SCAR_H_Black_EGLM
SCAR H Tan EGLM 7.62x51mm,4950,KA_SCAR_H_Tan_EGLM
SCAR H Black Grip 7.62x51mm,4060,KA_SCAR_H_Black_Grip
SCAR H Tan Grip 7.62x51mm,4110,KA_SCAR_H_Tan_Grip
SCAR L Black 5.56x45mm,3500,KA_SCAR_L_Black_Hand
SCAR L Tan 5.56x45mm,3550,KA_SCAR_L_Tan_Hand
SCAR L Black 60Rnd Mag 5.56x45mm,3600,KA_SCAR_L_Black_60RndMag
SCAR L Tan 60Rnd Mag 5.56x45mm,3650,KA_SCAR_L_Tan_60RndMag
SCAR L Black AFG 5.56x45mm,3635,KA_SCAR_L_Black_AFG
SCAR L Tan AFG 5.56x45mm,3855,KA_SCAR_L_Tan_AFG
SCAR L Black EGLM 5.56x45mm,4400,KA_SCAR_L_Black_EGLM
SCAR L Tan EGLM 5.56x45mm,4450,KA_SCAR_L_Tan_EGLM
SCAR L Black Grip 5.56x45mm,3560,KA_SCAR_L_Black_Grip
SCAR L Tan Grip 5.56x45mm ,3610,KA_SCAR_L_Tan_Grip
SIG SG 550 5.56x45mm,1700,KA_SG_550
SIG SG 552 5.56x45mm,1600,KA_SG_552
SIG SG 552 5.56x45mm Black,1650,KA_SG_552_Black
M4A1 Modular 5.56x45mm,900,KA_M4A1_F
M4A1 Modular M203 5.56x45mm,1900,KA_M4A1_M203_F
SKS 7.62x39,0,arifle_KA_SKS_F
Vychlop VSSK 12.7x55mm,16000,KA_VSSK
Walther WA2000 .300 Win,9500,KA_WA2000
Walther WA2000 .300 Win 47,10000,KA_WA2000_47
XM-25 CDTE,35000,ATA_XM25_F
XM-25 CDTE HE,35000,ATA_XM29_F
AS50,13000,CUP_srifle_AS50
CZ 550,500,CUP_srifle_CZ550
CZ 550 Планка Пикатини,510,CUP_srifle_CZ550_rail
CZ 805 BREN A1,2000,CUP_arifle_CZ805_A1
CZ 805 BREN A1 G1,2900,CUP_arifle_CZ805_GL
CZ 805 BREN A2,2300,CUP_arifle_CZ805_A2
CZ 805 BREN B1,3000,CUP_arifle_CZ805_B
CZ 805 BREN B1 G1,3900,CUP_arifle_CZ805_B_GL
FN FAL,2700,CUP_arifle_FNFAL
FN FAL Рельса,2710,CUP_arifle_FNFAL_railed
FN FAL 50.61,2600,CUP_arifle_FNFAL5061
FN FAL 50.62,2550,CUP_arifle_FNFAL5062
FN FAL OSW,2500,CUP_arifle_FNFAL_OSW
G22 Desert,8000,CUP_srifle_G22_des
G22 Woodland,8000,CUP_srifle_G22_wdl
M14  DNR,4000,CUP_srifle_M14_DMR
M14,3000,CUP_srifle_M14
M16A2,600,CUP_arifle_M16A2
M16A2 M203 ,1600,CUP_arifle_M16A2_GL
M24 Woodland,4000,CUP_srifle_M24_wdl
M24 Desert,4050,CUP_srifle_M24_des
 M60E4,6000,CUP_lmg_M60E4
MG 36 Black,3500,CUP_arifle_MG36
MG 36 Camo,3550,CUP_arifle_MG36_camo
M79,1000,CUP_glaunch_M79
Mk13,5400,CUP_glaunch_Mk13
SA-58 RIS1  Black,1000,CUP_arifle_Sa58RIS1
SA-58 RIS1  Desert,1050,CUP_arifle_Sa58RIS1_des
SA-58 RIS2,1050,CUP_arifle_Sa58RIS2
SA-58 RIS2,1100,CUP_arifle_Sa58RIS2_camo
SA-58 RIS2 GL,1900,CUP_arifle_Sa58RIS2_gl
SMLE Mk.III,0,CUP_srifle_LeeEnfield
SMLE Mk.III Планка Пикатини,10,CUP_srifle_LeeEnfield_rail
UK-59,5000,CUP_lmg_UK59
XM8 Compact,2300,CUP_arifle_XM8_Compact
XM8 Cоmpact Рельса,2310,CUP_arifle_XM8_Compact_Rail
XM8 CQC,2200,CUP_arifle_XM8_Carbine_FG
XM8 SAW,2800,CUP_arifle_xm8_SAW
XM8 Карабин,2500,CUP_arifle_XM8_Carbine
XM8 Карабин Рельса,2510,CUP_arifle_XM8_Railed
XM8 Карабин + M203,3400,CUP_arifle_XM8_Carbine_GL
XM8 Снайперская,4000,CUP_arifle_xm8_sharpshooter
AK-107,1400,CUP_arifle_AK107
AK-107 ГП,2200,CUP_arifle_AK107_GL
КСВК,20000,CUP_srifle_ksvk
Сайга 12К,500,CUP_sgun_Saiga12K
АК-104,1000,rhs_weap_ak104
 АК-105,800,rhs_weap_ak105
PP-2000,500,rhs_weapon_pp2000
Т-5000,7000,rhs_weap_t5000
АК-103,1100,rhs_weap_ak103
АК-103-1,1100,rhs_weap_ak103_1
АК-103-1 Б-13,1220,rhs_weap_ak103_1_npz
АК-103-2,1100,rhs_weap_ak103_2
АК-103-2 Б-13,1220,rhs_weap_ak103_2_npz
АК-103 ГП,1800,rhs_weap_ak103_gp25
 АК-103 ГП Б-13,1920,rhs_weap_ak103_gp25_npz
АК-103 Зенитка,1400,rhs_weap_ak103_zenitco01
АК-103 Зенитка Б-33,1520,rhs_weap_ak103_zenitco01_b33
АК-104 Б-13,1120,rhs_weap_ak104_npz
АК-104 Зенитка,1300,rhs_weap_ak104_zenitco01
АК-104 Зенитка Б-33,1420,rhs_weap_ak104_zenitco01_b33
АК-105 Зенитка,1100,rhs_weap_ak105_zenitco01
АК-105 Зенитка Б-33,1120,rhs_weap_ak105_zenitco01_b33
АК-105 Б-13,920,rhs_weap_ak105_npz
АК-74,700,rhs_weap_ak74
АК-74 Green,750,rhs_weap_ak74_3
АК-74 Olive,750,rhs_weap_ak74_2
АК-74 ГП-25,1500,rhs_weap_ak74_gp25
АК-74М,900,rhs_weap_ak74m
АК-74М Camo,950,rhs_weap_ak74m_camo
АК-74М Desert,950,rhs_weap_ak74m_desert
АК-74М Olive,950,rhs_weap_ak74m_fullplum
АК-74М 2маг,950,rhs_weap_ak74m_2mag
АК-74М 2маг Б-13,1070,rhs_weap_ak74m_2mag_npz
АК-74М Б-13 Black,1020,Б-13 rhs_weap_ak74m_npz
АК-74М Б-13 Desert,1070,rhs_weap_ak74m_desert_npz
АК-74М Б-13 Olive,1070,rhs_weap_ak74m_fullplum_npz
АК-74М ГП-25 Black,1700,rhs_weap_ak74m_gp25
АК-74М ГП-25 Olive,1750,rhs_weap_ak74m_fullplum_gp25
АК-74М ГП-25 Б-13 Black,1820,rhs_weap_ak74m_gp25_npz
АК-74М ГП-25 Б-13 olive,1870,rhs_weap_ak74m_fullplum_gp25_npz
АК-74М Зенитка,1200,rhs_weap_ak74m_zenitco01
АК-74М Зенитка Б-33,1320,rhs_weap_ak74m_zenitco01_b33
АК-74МР УУК,1400,rhs_weap_ak74mr
АК-74МР УУК ГП-25,2200,rhs_weap_ak74mr_gp25
АК-74Н,800,rhs_weap_ak74n
АК-74Н ГП-25,1600,rhs_weap_ak74n_gp25
АК-74Н ГП-25 НПЗ,1645,rhs_weap_ak74n_gp25_npz
АК-74Н НПЗ,845,rhs_weap_ak74n_npz
АК-74Н Слива Б-13,920,rhs_weap_ak74n_2_npz
АК-74Н Слива ГП-25 Б-13,1620,rhs_weap_ak74n_2_gp25_npz
АКМ,650,rhs_weap_akm
АКМ ГП-25,1350,rhs_weap_akm_gp25
АКМ Зенитка Б-33,970,rhs_weap_akm_zenitco01_b33
АКМН,700,rhs_weap_akmn
АКМН ГП-25,1400,rhs_weap_akmn_gp25
АКМН ГП-25 НПЗ,1445,rhs_weap_akmn_gp25_npz
АКМН НПЗ,745,rhs_weap_akmn_npz
АКМС,450,rhs_weap_akms
АКМС ГП-25,1150,rhs_weap_akms_gp25
АКС-74,550,rhs_weap_aks74
АКС-74 Olive,600,rhs_weap_aks74_2
АКС-74 ГП-25,1250,rhs_weap_aks74_gp25
АКС-74Н,700,rhs_weap_aks74n
АКС-74Н Olive,750,rhs_weap_aks74n_2
АКС-74Н ГП-25,1400,rhs_weap_aks74n_gp25
АКС-74Н ГП-25 НПЗ,1445,rhs_weap_aks74n_gp25_npz
АКС-74Н НПЗ,745,rhs_weap_aks74n_npz
АКС-74Н Слива Б-13,820,rhs_weap_aks74n_2_npz
АКС-74У,400,rhs_weap_aks74u
АКС-74УН,500,rhs_weap_aks74un
АС ВАЛ,2000,rhs_weap_asval
АС ВАЛ GRIP,2050,rhs_weap_asval_grip
АС ВАЛ GRIP НПЗ,2095,rhs_weap_asval_grip_npz
АС ВАЛ НПЗ,2045,rhs_weap_asval_npz
ВСС Винторез,2050,rhs_weap_vss
ВСС Винторез GRIP,2100,rhs_weap_vss_grip
ВСС Винторез GRIP НПЗ,2145,rhs_weap_vss_grip_npz
ВСС Винторез НПЗ,2095,rhs_weap_vss_npz
ПКМ ,5000,rhs_weap_pkm
ПКП,5500,rhs_weap_pkp
ПМ-63,0,rhs_weap_pm63
СВДМ,2000,rhs_weap_svdp
СВДМ Woodland,2050,rhs_weap_svdp_wd
СВДМ НПЗ,2045,rhs_weap_svdp_npz
СВДМ НПЗ Woodland,2950,rhs_weap_svdp_wd_npz
СВДС,1800,rhs_weap_svds
СВДС НПЗ,1845,rhs_weap_svds_npz
IZh-18,0,rhs_weap_Izh18
Karabiner 98 Kurz,0,rhs_weap_kar98k
M21A,500,rhs_weap_m21a
M21A Rail,550,rhs_weap_m21a_pr
M21S,450,rhs_weap_m21s
M21S Rail,500,rhs_weap_m21s_pr
M70AB2,50,rhs_weap_m70ab2
M70B1,100,rhs_weap_m70b1
M76,200,rhs_weap_m76
M92,0,rhs_weap_m92
Mosin SBR,300,rhs_weap_mosin_sbr
Sa vz. 58P,350,rhs_weap_savz58p
Sa vz. 58P Black,400,rhs_weap_savz58p_black
Sa vz. 58P Rail ,360,rhs_weap_savz58p_rail
Sa vz. 58P Rail  Black,410,rhs_weap_savz58p_rail_black
Sa vz. 58V,300,rhs_weap_savz58v
Sa vz. 58V Black,300,rhs_weap_savz58v_black
Sa vz. 58V Rail ,310,rhs_weap_savz58v_rail
Sa vz. 58V Rail  Black,360,rhs_weap_savz58v_rail_black
Винтовка Мосина М38 ,0,rhs_weap_m38
Винтовка Мосина М38 Рельса,10,rhs_weap_m38_rail
HK416 D10,1800,rhs_weap_hk416d10
HK416 D10 M203,2800,rhs_weap_hk416d10_m320
HK416 SOPMOD STOCK,1900,rhs_weap_hk416d10_LMT
HK416 SOPMOD STOCK desert,1950,rhs_weap_hk416d10_LMT_d
HK416 SOPMOD STOCK woodlad,1950,rhs_weap_hk416d10_LMT_wd
HK416 D14.5,1900,rhs_weap_hk416d145
HK416 D14.5 desert grass,1950,rhs_weap_hk416d145_d
HK416 D14.5 desert net,1950,rhs_weap_hk416d145_d
HK416 D14.5 woodland grass,1950,rhs_weap_hk416d145_wd
HK416 D14.5 woodland net,1950,rhs_weap_hk416d145_wd_2
HK416 D14.5 M203,2900,rhs_weap_hk416d145_m320
M107,10000,rhs_weap_M107
M107 desert,10050,rhs_weap_M107_d
M107 woodland,10050,rhs_weap_M107_w
M14 EBR RI,4000,rhs_weap_m14ebrri
m24 Sws,4000,rhs_weap_m24sws
m24 Sws desert,4050,rhs_weap_m24sws_d
m24 Sws woodland,4050,rhs_weap_m24sws_wd
M240B,7000,rhs_weap_m240B
M240B CAP,6800,rhs_weap_m240B_CAP
M240G,7500,rhs_weap_m240G
M249,6600,rhs_weap_m249
M249 PIP Long,6650,rhs_weap_m249_pip_L
M249 PIP Long Para,6700,rhs_weap_m249_pip_L_para
M249 PIP Long VFG,6700,rhs_weap_m249_pip_L_vfg
M249 PIP Short,6500,rhs_weap_m249_pip_S
M249 PIP Short Para,6550,rhs_weap_m249_pip_S_para
M249 PIP Short VFG,6600,rhs_weap_m249_pip_S_vfg
M249 PIP Solid Stock,6650,rhs_weap_m249_pip
M27 IAR,3000,rhs_weap_m27iar
M27 IAR TD Grip,3100,rhs_weap_m27iar_grip
M32 MGL,6500,rhs_weap_m32
M4 Carryhandle PMAG M-Stock,820,rhs_weap_m4_carryhandle_mstock
M40A5,5000,rhs_weap_m40a5
M40A5 desert,5050,rhs_weap_m40a5_d
M40A5 woodland,5050,rhs_weap_m40a5_wd
M4A1 Block II,800,rhs_weap_m4a1_blockII
M4A1 Block II desert,850,rhs_weap_m4a1_blockII_d
M4A1 Block II woodland,850,rhs_weap_m4a1_blockII_wd
M4A1 Block II m203,1800,rhs_weap_m4a1_blockII_M203
M4A1 Block II Black m203,1800,rhs_weap_m4a1_blockII_M203_bk
M4A1 Block II desert m203,1850,rhs_weap_m4a1_blockII_M203_d
M4A1 Block II woodland m203,1850,rhs_weap_m4a1_blockII_M203_wd
M4A1 Block II Black SOPMOD Stock,900,rhs_weap_m4a1_blockII_KAC_bk
M4A1 Block II desert SOPMOD Stock ,950,rhs_weap_m4a1_blockII_KAC_d
M4A1 Block II Woodland SOPMOD Stock,950,rhs_weap_m4a1_blockII_KAC_wd
M4A1,700,rhs_weap_m4a1
M4A1 M203S,1600,rhs_weap_m4_m203S
M4A1 M203,1700,rhs_weap_m4_m203
M4A1 PMAG Magpull Stock,780,1
M4A1 PMAG,740,1
M590A1 Long,550,rhs_weap_M590_8RD
M590A1 Short,500,rhs_weap_M590_5RD
Mk11 Mod 0,5600,rhs_weap_sr25
Mk11 Mod 0 desert,5650,rhs_weap_sr25_d
Mk11 Mod 0 woodland,5650,rhs_weap_sr25_wd
Mk11 Mod 0 EC,5500,rhs_weap_sr25_ec
Mk11 Mod 0 EC desert,5550,rhs_weap_sr25_ec_d
Mk11 Mod 0 EC woodland,5550,rhs_weap_sr25_ec_wd
Mk18 Mod 1,1500,rhs_weap_mk18
Mk18 Mod 1 desert,1550,rhs_weap_mk18_d
Mk18 Mod 1 woodland,1550,rhs_weap_mk18_wd
Mk18 Mod 1 SOPMOD Stock,1600,rhs_weap_mk18_KAC
Mk18 Mod 1 Black SOPMOD Stock,1650,rhs_weap_mk18_KAC_bk
Mk18 Mod 1 desert SOPMOD Stock,1650,rhs_weap_mk18_KAC_d
Mk18 Mod 1 woodland SOPMOD Stock,1650,rhs_weap_mk18_KAC_wd
Mk18 Mod 1 M203,2500,rhs_weap_mk18_m320
MP7A2,1000,rhsusf_weap_MP7A2
MP7A2 aor1,1050,rhsusf_weap_MP7A2_aor1
MP7A2 desert,1050,rhsusf_weap_MP7A2_desert
MP7A2 winter,150,rhsusf_weap_MP7A2_winter
M16A4,850,rhs_weap_m16a4
M16A4 PMAG,890,rhs_weap_m16a4_carryhandle_pmag
M16A4 p,840,rhs_weap_m16a4_carryhandle_grip
M16A4 p PMAG,880,rhs_weap_m16a4_carryhandle_grip_pmag
M16A4 p M203,1840,rhs_weap_m16a4_carryhandle_M203
M2010 ESR,10000,rhs_weap_XM2010
M2010 ESR woodland,10050,rhs_weap_XM2010_wd
M2010 ESR  sa,10050,rhs_weap_XM2010_sa
M2010 ESR desert,10050,rhs_weap_XM2010_d
M4,500,rhs_weap_m4
M4 M203S,1400,rhs_weap_m4_m203S
M4 M203,1500,rhs_weap_m4_m203
M4 M320,4000,rhs_weap_m4_m320
M4 PMAG,540,rhs_weap_m4_grip
M4 PMAG Magpull Stock,620,rhs_weap_m4_mstock
 M4 p,490,rhs_weap_m4_carryhandle
M4 p PMAG,540,1
M4A1 PIP,700,rhs_weap_m4a1
M4A1 PIP M203S,1600,rhs_weap_m4a1_m203s
M4A1 PIP M203S desert,1650,rhs_weap_m4a1_m203s_d
M4A1 PIP M203S woodland,1650,rhs_weap_m4a1_m203s_wd
M4A1 PIP M203,1700,rhs_weap_m4a1_m203
M4A1 PIP M320,4200,rhs_weap_m4a1_m320
HK G36C,2000,rhs_weap_g36c
HK G36KV,2100,rhs_weap_g36kv
M21A Rail PBG,1200,rhs_weap_m21a_pr_pbg40
M84,3000,rhs_weap_m84
FN Minimi Para RIS,7000,rhs_weap_minimi_para_railed
HK G36KV AG36,4000,rhs_weap_g36kv_ag36
M21A PBG,1160,rhs_weap_m21a_pbg40
M70B1N,200,rhs_weap_m70b1n
M70B3N,300,rhs_weap_m70b3n
M70B3N PBG,800,rhs_weap_m70b3n_pbg40
M82A1,8000,rhs_weap_m82a1
M84A Scorpion,100,rhs_weap_scorpion
L110 7.62 LMG,7000,UK3CB_BAF_L103A2
L110A1 LMG,6000,UK3CB_BAF_L110A1
L110A2 LMG,6500,UK3CB_BAF_L110A2
L110A2 RIS LMG ,6600,UK3CB_BAF_L110A2RIS
L110A3 LMG,6700,UK3CB_BAF_L110A3
L115A3,38000,UK3CB_BAF_L115A3
L115A3 black,38050,UK3CB_BAF_L115A3_BL
L115A3 sand,38050,UK3CB_BAF_L115A3_DE
L115A3 Ghillie,38010,UK3CB_BAF_L115A3_Ghillie
L115A3 Ghillie black,38060,UK3CB_BAF_L115A3_BL_Ghillie
L115A3 Ghillie sand,38060,UK3CB_BAF_L115A3_DE_Ghillie
L118A1 AWC ,40000,UK3CB_BAF_L118A1_Covert
L118A1 AWC black,40050,UK3CB_BAF_L118A1_Covert_BL
L118A1 AWC sand,40050,UK3CB_BAF_L118A1_Covert_DE
L119A1,1800,UK3CB_BAF_L119A1
L119A1 CQB,1700,UK3CB_BAF_L119A1_CQB
L119A1 UK UGL,2800,UK3CB_BAF_L119A1_UKUGL
L119A1 Front Grip,1900,UK3CB_BAF_L119A1_FG
L128A1 Shotgun,800,UK3CB_BAF_L128A1
L129A1,4500,UK3CB_BAF_L129A1
L135 LRPAS,12000,UK3CB_BAF_L135A1
L1A1 SLR,500,UK3CB_BAF_L1A1
L1A1 SLR woodland stock,550,UK3CB_BAF_L1A1_Wood
L22,500,UK3CB_BAF_L22
L22A2,500,UK3CB_BAF_L22A2
L7A2 GPMG,550,UK3CB_BAF_L7A2
L7A2 GPMG,550,UK3CB_BAF_L7A2_FIST
L85AA2,1000,UK3CB_BAF_L85A2
L85A2EMAG,1050,UK3CB_BAF_L85A2_EMAG
L85A2 AFG,1040,UK3CB_BAF_L85A2_RIS_AFG
L85A2 RIS,1100,UK3CB_BAF_L85A2_RIS
L85A2 RIS GREEN,1150,UK3CB_BAF_L85A2_RIS_Green
L85A2 RIS Tan,1150,UK3CB_BAF_L85A2_RIS_Tan
L85A2 L123A3 Ladder,2500,UK3CB_BAF_L85A2_UGL
L85A2 L123A3 HWS,3000,UK3CB_BAF_L85A2_UGL_HWS
L86A2 LSW,1300,UK3CB_BAF_L86A2
L86A2 RIS DMR,1400,UK3CB_BAF_L86A3
L91A1 SMG,500,UK3CB_BAF_L91A1
L92A1 SMG,1000,UK3CB_BAF_L92A1
Chiappa Rhino 60DS,900,hgun_Pistol_heavy_02_F
Custom Covert II,1400,hgun_ACPC2_F
FNX 45 Tactical,1350,hgun_Pistol_heavy_01_F
P99,550,hgun_P07_F
P99 Haki,600,hgun_P07_khk_F
AEK 919 ACP,400,AEK_919K
Glock 17 9x19mm,400,KA_Glock_17_Single
Glock 17 Modular 9x19mm,450,KA_Glock_17
Glock 18 9x19mm,530,KA_Glock_18_Single
Glock 18 Modular 9x19mm,580,KA_Glock_18
HK Mk23 MOD0 SOCOM Black,1900,KA_Mk23_black
HK Mk23 MOD0 SOCOM Silver,1900,KA_Mk23_silver
MagPul FMG9 9x19mm SMG,1400,KA_FMG9
MP7A1 4.6x30mm 20Rnd Black,1750,KA_MP7_Pistol_Black_20Rnd
MP7A1 4.6x30mm 20Rnd Green,1750,KA_MP7_Pistol_Green_20Rnd
MP7A1 4.6x30K 9x18mm 40Rnd Black,1800,KA_MP7_Pistol_Black_40Rnd
MP7A1 4.6x30K 9x18mm 40Rnd Green,1800,KA_MP7_Pistol_Green_40Rnd
Beretta Px4 Storm 9x19mm Pistol,500,KA_Px4
Beretta Px4 Storm 9x19mm Pistol Black,550,KA_Px4_Black
Calico M950 9x19mm,1000,Calico_M950
Desert Eagle .50AE,1800,Desert_Eagle
